id,prev_context,response,agent_response
fbf16bc5-47b8-4fd4-b3d7-57345fe5c0f1,"Customer's Message: Do you have a product to accommodate 2 persons?
","Thank you for reaching out.

Could you please specify which product you are inquiring about? If it's our ice bath, the XL version can accommodate 2 people. However, our sauna is designed for single-person use only.

Best regards,
<PERSON>","Thank you for reaching out.
Could you please specify which product you are inquiring about? If it's our ice bath, the XL version can accommodate 2 people. However, our sauna is designed for single-person use only.
Best regards,
<PERSON>"
70aa3c0b-6fc9-4445-a87f-8bcbe9567355,"Customer's Message: I open the package could you send a return shipping label.

Thank you
","Hello,

Thank you for reaching out to us. I understand that you've opened the package and would like to return it. I am attaching a return label for you to use to send your order back. Once we receive the shipment, we will process the return.

Best regards,

<PERSON>","Hello,
Thank you for reaching out to us. I understand that you've opened the package and would like to return it. I am attaching a return label for you to use to send your order back. Once we receive the shipment, we will process the return.
Best regards,
<PERSON>"
82f428be-9613-4ad7-b10a-43e0db6423d2,"Customer's Message: I need to cancel my order! It was made by accident from my child playing with my phone, please cancel this order and refund the money, thank you
Customer's Message: This order was made by accident by my child with my phone. Please help with this order being cancelled and my money returned, thank you,

<LOCATION>
","Hello <PERSON>,

Thank you for reaching out. I understand the order was placed accidentally by your child. I will look into this matter and get back to you with a resolution as soon as possible.

Best regards,
<PERSON>Customer Support","Hello <PERSON>,
Thank you for reaching out. I understand the order was placed accidentally by your child. I will look into this matter and get back to you with a resolution as soon as possible.
Best regards,
<PERSON>Customer Support"
49e44429-0eb4-4904-8994-7de60e4b8ef2,"Customer's Message: Yes, I’ve received it.
Agent's Message: Hi,
We truly regret the delay in response.
We assume you must have received your order so far. Please confirm.
Thank you
Customer's Message: Name:
<PERSON>
Email:
<EMAIL_ADDRESS>
Order Number:
13719
Was your question addressed in our “Quick Answers to Common Questions” section? *:
No
What is the topic of your inquiry?:
I ordered my <IN_PAN> a while ago, but I haven't received it yet. Why not?
Please summarize your inquiry:
I am a yearly <IN_PAN> since <DATE_TIME>, but I have not received my <DATE_TIME> planner or any kind of notification that I will at any point receive it, and <DATE_TIME> is almost spent. Also, I keep receiving emails inviting me to subscribe as if I am not already <IN_PAN>. Please advise.
Provide important details regarding your inquiry:
Sent via form <IN_PAN> from
The <IN_PAN> Catholic Life Planner
Name:
<PERSON>
Email:
<EMAIL_ADDRESS>
Order Number:
13719
Was your question addressed in our “Quick Answers to Common Questions” section? *:
No
What is the topic of your inquiry?:
I ordered my Saintmaker a while ago, but I haven't received it yet. Why not?
Please summarize your inquiry:
I am a yearly subscriber since <DATE_TIME>, but I have not received my <DATE_TIME> planner or any kind of notification that I will at any point receive it, and <DATE_TIME> is almost spent. Also, I keep receiving emails inviting me to subscribe as if I am not already subscribed. Please advise.
Provide important details regarding your inquiry:
Manage Submissions
Does this submission look like spam?
Report it here.
","Dear <PERSON>,

I'm glad to hear that you've received your <DATE_TIME> planner. We apologize for any confusion caused by our emails. Rest assured, we have updated your subscription status to prevent further issues. If there's anything else we can assist you with, please let us know.

Warm regards,
<PERSON>","Dear <PERSON>,
I'm glad to hear that you've received your <DATE_TIME> planner. We apologize for any confusion caused by our emails. Rest assured, we have updated your subscription status to prevent further issues. If there's anything else we can assist you with, please let us know.
Warm regards,
<PERSON>"
6d1cd346-d6d9-47f2-8fb3-296606e00c02,"Customer's Message: Good <DATE_TIME>,

I received my Nurecover <DATE_TIME> and I must admit, I was really excited. After setting it up and reading the <IN_PAN> I plugged in the (<IN_PAN>) box and it blew out. What can be done about this?

<PERSON>
The Hardy Hill Group
<LOCATION> Premier <PERSON>
c. <PHONE_NUMBER>
o. <PHONE_NUMBER>
f.  <PHONE_NUMBER>
","Dear <PERSON>,

We sincerely apologize for the inconvenience you've experienced with your Nurecover Tropic® Home Steam Sauna. To assist you further, please provide a photo of the damaged unit. We will assess the situation and work on a prompt resolution.

Best regards,
<PERSON>Customer Support
Nurecover","Dear <PERSON>,
We sincerely apologize for the inconvenience you've experienced with your Nurecover Tropic® Home Steam Sauna. To assist you further, please provide a photo of the damaged unit. We will assess the situation and work on a prompt resolution.
Best regards,
<PERSON>Customer Support
Nurecover"
ce18c174-8db2-40e2-857e-e06d3bfe2975,"Agent's Message: Hi <PERSON>
We have received your query. One of our team member will get back to you shortly.
Customer's Message: <PERSON> left the following 5 star review for the product
PEACHY BLUEBERRY SNAPS
, Order
#40087
:
Great flavour, great crunch!
Flavour is great! It tastes like a good cereal should taste. I am not sure I would have paired peach with blueberry, but, it works! I will definitely be ordering this and some of the other cereals that Farm Girl offer.
We will attach the 'verified buyer' badge because this review results directly from one of our review requests.

To curate this review, please
click here
.

P.S. You can contact the reviewer via <EMAIL_ADDRESS> or by replying directly to this email.

Kind regards,

<URL> Team
","Dear <PERSON>,

Thank you for your wonderful review of our PEACHY BLUEBERRY SNAPS! We're so pleased to hear that you enjoyed the flavor and crunch. It's great to know that the peach and blueberry combination was a hit with you. We've added a 'verified buyer' badge to your review.

Warm regards,

<PERSON>Customer Support Team","Dear <PERSON>,

Thank you for your wonderful review of our PEACHY BLUEBERRY SNAPS! We're so pleased to hear that you enjoyed the flavor and crunch. It's great to know that the peach and blueberry combination was a hit with you. We've added a 'verified buyer' badge to your review.

Warm regards,

<PERSON>Customer Support Team"
0b987f5c-1c66-48c2-80fe-91c8363a02d9,"Customer's Message: I've used this once and now the steamer doesn't work.
Sent from Yahoo Mail on <LOCATION>
","Hi there,

Thanks for reaching out and we are sorry for the inconvenience.

Could you provide a short video showing the issue so we can take a closer look?

Looking forward to hearing from you.

Warm regards,

<PERSON>","Hi there,
Thanks for reaching out and we are sorry for the inconvenience.
Could you provide a short video showing the issue so we can take a closer look?
Looking forward to hearing from you.
Warm regards,
<PERSON>"
0dfd173a-d9b8-4c3e-b350-c92a8cb4193a,"Customer's Message: That is the correct address. What happened was they tried to deliver to my community mail box and were unable to fit the package. When I tried to pick it up at the post office they had already sent it back.

I did receive my order for <DATE_TIME> however. I no longer need the one from <DATE_TIME>. Is there a way I can get a refund for the one in <DATE_TIME>?

Thanks
Agent's Message: Hi <PERSON>,
I hope this message finds you well. Your order #<US_DRIVER_LICENSE> was returned to our warehouse due to an invalid shipping address.
This is the address we have on file:
18318 Royalwood CT SE,<LOCATION>, <LOCATION>,United States,98597
Can you please confirm this address or provide us with another address where you typically receive packages? Once we have an updated address, we will send a replacement order out right away.
We look forward to hearing from you and making sure we have your account properly set up. Thank you!
Stay pawsome,
Grazielle
","Hi <PERSON>,

Thank you for your message. I'm glad to hear that you received your <DATE_TIME> order. Regarding the <DATE_TIME> order, I can certainly assist with processing a refund for you. Please allow 3-5 business days for the refund to reflect in your account.

Best regards,
<PERSON>","Hi <PERSON>,
Thank you for your message. I'm glad to hear that you received your <DATE_TIME> order. Regarding the <DATE_TIME> order, I can certainly assist with processing a refund for you. Please allow 3-5 business days for the refund to reflect in your account.
Best regards,
<PERSON>"
96e56bfa-6c73-4721-bc37-c5dcd38f0844,"Customer's Message: Thank you!
You can send it to
<PERSON>
<PERSON> gate 49 - leil 202
0194 <LOCATION>
<LOCATION>

****************************************
Fra:
SNOW®
Sendt:
fredag <DATE_TIME>
Til:
<EMAIL_ADDRESS>
Emne:
Re: Sv: Chat on SNOW

Hello <LOCATION>,

Thank you for sending that in! It looks like that is our extra/maximum strength serum (gold wand). We will send you two replacement wands ASAP! Can you send us a good shipping address for the replacement?

Thank you, <LOCATION>!

<PERSON>

<PERSON>

Manager of Customer Support
Agent's Message: Hello <LOCATION>,
Thank you for sending that in! It looks like that is our extra/maximum strength serum (gold wand). We will send you two replacement wands ASAP! Can you send us a good shipping address for the replacement?
Thank you, <LOCATION>!
<PERSON>
Customer's Message: Sure! Here it is
<LOCATION>

****************************************
Fra:
SNOW®
Sendt:
torsdag <DATE_TIME> 12:28
Til:
<EMAIL_ADDRESS>
Emne:
Re: Sv: Chat on SNOW

Hello <LOCATION>,

Thank you for getting back to us. Can you send us a photo of the defective wands instead of showing the name of each wand?

Thank you, <LOCATION>.

<PERSON>

<PERSON>

Manager of Customer Support
Agent's Message: Hello <LOCATION>,
Thank you for getting back to us. Can you send us a photo of the defective wands instead of showing the name of each wand?
Thank you, <LOCATION>.
<PERSON>
Customer's Message: Thank you
It is order numberOrder#
113-<US_DRIVER_LICENSE>-<US_DRIVER_LICENSE>

I got 3 wands with this one. One was very good and I could use. One was <IN_PAN> dry. One was semidry. I did not know how they were supposed to be - because it was my first time trying out. I just received a new one after buying one more separate and I <IN_PAN> it is suppose to be easy to apply on my theeth - therefore I <IN_PAN> that the 2 others was not working.
See <IN_PAN> of order
<LOCATION>

****************************************
Fra:
SNOW®
Sendt:
torsdag <DATE_TIME> 11:48
Til:
<EMAIL_ADDRESS>
Emne:
Re: Sv: Chat on SNOW

Hello <LOCATION>,

Thank you for reaching out to us! <PERSON> here with the <PERSON> team! I am happy to assist you with this matter. So sorry for the delay in response as well.

Apologies for the inconvenience caused. Can you send us your Amazon order number or a <IN_PAN> of the order confirmation? Also, may we confirm which wand was defective?

Thank you, <LOCATION>.

<PERSON>

<PERSON>

Manager of Customer Support
Powered by Richpanel
I
Agent's Message: Hello <LOCATION>,
Thank you for reaching out to us! <PERSON> here with the <PERSON> team! I am happy to assist you with this matter. So sorry for the delay in response as well.
Apologies for the inconvenience caused. Can you send us your Amazon order number or a <IN_PAN> of the order confirmation? Also, may we confirm which wand was defective?
Thank you, <LOCATION>.
<PERSON>
Customer's Message: Hi
I ordered a kit from Amazon in <DATE_TIME>. It had 3 pens in it. One of them worked well but the 2 others was hard to get anything out of. I did not know what was normal so I didn´t do anything about it. <DATE_TIME> I received a new pen (a larger one). it worked super and I <IN_PAN> that maybe the other one was dry. Is there something to do about that?

<LOCATION>

****************************************
Fra:
SNOW®
Sendt:
onsdag 13. <DATE_TIME> 11:31
Til:
<EMAIL_ADDRESS>
Emne:
Re: Chat on SNOW

Hello <LOCATION>,

Thank you for reaching out to us! <PERSON> here with the <PERSON> team!

We are glad to have you as part of the <PERSON> family. You may order the wands found on this link:
<URL>
You can also purchase directly from our website at <URL>. Let me know if you have more questions, <LOCATION>.

<PERSON>

<PERSON>

Manager of Customer Support
","Hello <LOCATION>, 
Thank you for confirming! We just created a manual order for your replacements, free of additional costs, which is now queued for fulfillment! You will receive an email confirmation containing the tracking information.
Please do not hesitate to reach out with any further questions or concerns while you anticipate this new order.
Thanks, <LOCATION>!
<PERSON>","Hello <LOCATION>,
Thank you for confirming! We just created a manual order for your replacements, free of additional costs, which is now queued for fulfillment! You will receive an email confirmation containing the tracking information.
Please do not hesitate to reach out with any further questions or concerns while you anticipate this new order.
Thanks, <LOCATION>!
<PERSON>"
8f60a413-e995-4748-b448-e6f30024b576,"Agent's Message: Hi <PERSON>
We have received your query. One of our team member will get back to you shortly.
Customer's Message: Good morning, it's <DATE_TIME> and I have not recieved my refund! Please give this some attention!  Email was sent on <DATE_TIME>.
Thank you, <PERSON>
","Hello <PERSON>,

I understand your concern regarding the refund you've been expecting since <DATE_TIME>. I apologize for any inconvenience this may have caused. To assist you promptly, I will check the status of your refund and ensure that it is processed as soon as possible. Thank you for your patience.

Best regards,
Brashna K.","Hello <PERSON>,
I understand your concern regarding the refund you've been expecting since <DATE_TIME>. I apologize for any inconvenience this may have caused. To assist you promptly, I will check the status of your refund and ensure that it is processed as soon as possible. Thank you for your patience.
Best regards,
Brashna K."
d37d8f20-4448-444e-820a-b4451b5a2db4,"Agent's Message: Hi <PERSON>
We have received your query. One of our team member will get back to you shortly.
Customer's Message: <PERSON> left the following 4 star review for the product
<PERSON>
, Order
#38760
:
Nice flavour
Like these I just wish they were more crunchy and didn’t get soggy so fast
We will attach the 'verified buyer' badge because this review results directly from one of our review requests.

To curate this review, please
click here
.

P.S. You can contact the reviewer via <EMAIL_ADDRESS> or by replying directly to this email.

Kind regards,

<URL> Team
","Hello <PERSON>,

Thank you for your review and feedback on our <PERSON>. We're glad you enjoy the flavor and take note of your preference for more crunch. Your 'verified buyer' badge has been attached to your review. If there's anything else we can assist you with, please let us know.

Warm regards,

<PERSON>","Hello <PERSON>,

Thank you for your review and feedback on our <PERSON>. We're glad you enjoy the flavor and take note of your preference for more crunch. Your 'verified buyer' badge has been attached to your review. If there's anything else we can assist you with, please let us know.

Warm regards,

<PERSON>"
81792c69-35a6-4830-a915-c79deb5ed89d,"Customer's Message: Thank you for your message and confirmation.
I do love Passion Planner and I’m sorry for what happened with your order filler. I’ll continue to support in the future.

~Selina
Agent's Message: Hi <PERSON>,
My name is Rue and I want to extend Passion Planner's heartfelt gratitude for your enduring support, <IN_PAN> during these challenging times.
In your reply, you chose Solution 3. I've processed a full refund on our end. Please allow <DATE_TIME> for the refund to reflect in your account.
I <IN_PAN> the frustration and inconvenience caused by the shipping delays, and I genuinely regret any impact this may have on your holiday plans. Your understanding means a lot to us.
Wishing you warmth and joy <DATE_TIME>, <PERSON>. Thank you for being a cherished part of our #PashFam.
Customer's Message: Thank you for this information.
I’d like to request a full refund per Option 3.
This was supposed to be a birthday gift I ordered <DATE_TIME> in advance and it has still not arrived though the birthday was <DATE_TIME>.
Thanks,

~Selina
Agent's Message: Hi <PERSON>,
Thank you for reaching out, and I <IN_PAN> your patience. We recently sent out a shipping update regarding international orders. To keep you up to date, I included it at the bottom of this message. You can reply to me when you decide which solution you would like.
In the meantime, your tracking link has been updated! Which means it's not advisable to issue a replacement. You can track your order here:
<DATE_TIME>
The shipping update is below this line
---
Dear #PashFam,
Thank you for your support and patience <DATE_TIME>! We received word from our fulfillment center that international orders were picked up by FedEx before <DATE_TIME> and that tracking for these orders would update soon. However, it has recently come to our attention that tracking has not started to update for some of these orders.
If you’re receiving this email, it is likely your order has been impacted by delays. We know this isn’t the best news and we truly apologize for this experience. You may have already received a message from our CEO regarding issues with our fulfillment partner. We’ve been following up multiple times a day with our fulfillment partner, but unfortunately they’ve still been slow to respond to us. We don’t think it’s right for you to have to wait for an answer from them either. Please find 3 solution options below and simply reply back to this email with the number of the solution you would like, and we will get back to you as soon as we can! If you’ve already emailed our support team, you can reply to your original email and we will take care of you.
Solution 1: Wait for your order with no refund: If you’re okay with waiting and do not want a refund, no need to do anything. We are now expecting tracking for orders to start updating <DATE_TIME> so be on the lookout for updated tracking! If you change your mind and want another solution, please let us know and it will be taken care of.
Solution 2: Keep your order and receive a 50% refund: If you’ve waited over <DATE_TIME> for your order, please feel free to ask for a 50% refund.
Solution 3: Keep your order and receive a full refund. If you’ve waited over <DATE_TIME> for your order, please feel free to ask for a full refund. If your order happens to still arrive after you get a refund, consider it a gift from us for your patience.
Please note that we are currently working through more than a thousand tickets so your patience is greatly appreciated. We promise your refund will be handled as soon as possible.
-The Passion Planner Team
Customer's Message: 2

~Selina
Customer's Message: Option 2 please.

~Selina
Agent's Message: Hi <PERSON>,
Thanks for reaching out to the Passion Planner team and patiently waiting for a response.
I'm sorry to hear that your package tracking hasn't been updated in <DATE_TIME>. We would like to offer a few solutions to make this situation right.
Option 1
We will issue you a full refund of your order.
Option 2
If the items in your order are still in stock, we will issue you a replacement for your order.
We will also issue you a shipping refund. If your order qualified for free shipping, we will instead issue you a discount code for your next order.
Please choose one of the above options and reply to this message with either “1” or “2” and we will fulfill that solution for you.
Again, we are so sorry for any inconvenience this delay may have caused. We appreciate your patience.
Agent's Message: Hi <PERSON>,
Thanks for reaching out to Passion Planner! This is an
automatic response
to let you know that we've received your email.
We will get back to you as soon as we can, but please note that we're currently working through thousands of tickets and have an
estimated
5 - 7 business day response time.
Customer's Message: This order was purchased as a birthday gift for a birthday <DATE_TIME> and there is no tracking updates since <DATE_TIME>. This is disappointing.
Please can you provide an update on this purchase, including an update on delivery date?
Thanks,

<PERSON>
","Hi <PERSON>,

Thank you for your kind words and understanding. It means a lot to us, especially during these times. We're sorry for the inconvenience and look forward to serving you again in the future.

Warm regards,
Rue Dela","Hi <PERSON>,
Thank you for your kind words and understanding. It means a lot to us, especially during these times. We're sorry for the inconvenience and look forward to serving you again in the future.
Warm regards,
Rue Dela"
3d1309f6-25e2-4efc-a68d-2d000a5cb092,"Customer's Message: Good morning,

Thank you for your help and quick <IN_PAN>, that will be fine and I <IN_PAN> your quick action to resolve this matter.

Best regards,

<PERSON>
Agent's Message: Hello,
After a quick investigation, I see that this product is out of stock. We apologize for this inconvenience.
We can suggest sending you the derma pen <IN_PAN> 36 needles.
Regards,
Agent's Message: Hello,
I see that you ordered <US_DRIVER_LICENSE> <NRP>, <US_DRIVER_LICENSE> Derma pen ultima <US_DRIVER_LICENSE> and <US_DRIVER_LICENSE> (10 units of 12 needles) dermapen <IN_PAN>. I see in your pictures that you received the <NRP> and the derma pen.
We are taking the necessary information from the logistics <IN_PAN>, and we will get back to you as soon as possible.
Kind regards,
Customer's Message: Thank you for your prompt reply.

Off course, I'm sending you the pictures in <IN_PAN>.

Best regards

<PERSON>
Agent's Message: Hello Vitor,
Thank you for <IN_PAN> us. We apologize for the missing item in your package.
Would you be able to send us as many images of your parcel as possible (inside, outside, label face)?
Thank you in advance for your understanding
Kind regards
Rosa
Customer's Message: Good <DATE_TIME>,
I placed and order (number <US_DRIVER_LICENSE>) which was delivered <DATE_TIME>; however only two of the 4 items were inside the delivery box with 2x derma pen <US_DRIVER_LICENSE> 12 needle <IN_PAN> of 10 units each missing (only the <NRP> and the dermapen itself were delivered).
In light of this I'm send you this email to ask for clarification on this matter...was this a <IN_PAN> error or is there a second packge in transit? Either way, I'd kindly ask you for help to resolve this matter.
Thank you in advance for your efforts,
Best regards
<PERSON>
Customer's Message: Good <DATE_TIME>,

I placed and order (number <US_DRIVER_LICENSE>) which was delivered <DATE_TIME>; however only two of the 4 items were inside the delivery box with 2x derma pen <US_DRIVER_LICENSE> 12 needle cartridges of 10 units each missing (only the <NRP> and the dermapen itself were delivered).

In light of this I'm send you this email to ask for clarification on this matter...was this a processing error or is there a second packge in transit? Either way, I'd kindly ask you for help to resolve this matter.

Thank you in advance for your efforts,

Best regards

<PERSON>
","Good morning <PERSON>,

We're glad to hear that the solution is acceptable for you. We will proceed with sending the derma pen cartouches 36 needles to your address. Thank you for your understanding and patience in this matter.

Best regards,
<PERSON>","Good morning Vítor,
We're glad to hear that the solution is acceptable for you. We will proceed with sending the derma pen cartouches 36 needles to your address. Thank you for your understanding and patience in this matter.
Best regards,
<PERSON>"
ad9a5808-4493-4ea8-8e79-52074f532c4b,"Customer's Message: Hi Izzie

Thank you so much that’s great. My order number is <US_DRIVER_LICENSE>

Thanks again

<PERSON>
Agent's Message: Hello <PERSON>,
Sure thing! If you go ahead and place the order for the Discovery Set, just let me know the order number and I'll make sure to include a free sample of the Carmen fragrance with your order.
Take care,
Izzie Saltworks
Customer's Message: (no message)
Customer's Message: Hello

I am looking to order the discovery pack but also really want to have a sample of the carmen perfume. Would this be possible?

Thanks

<PERSON>
","Hello <PERSON>,

Thank you for providing your order number. I confirm that I've added a sample of our Carmen fragrance to your order #<US_DRIVER_LICENSE>. We hope you enjoy the discovery set and the special touch of <PERSON>!

Warm regards,
Izzie Saltworks","Hello <PERSON>,
Thank you for providing your order number. I confirm that I've added a sample of our Carmen fragrance to your order #<US_DRIVER_LICENSE>. We hope you enjoy the discovery set and the special touch of <PERSON>!
Warm regards,
Izzie Saltworks"
b07374e7-7a75-4cc0-97be-03f351419e29,"Customer's Message: Hi,

The order number is in the email subject line - <US_BANK_NUMBER>. I have received a partial refund for this item - give been refunded £98 and the purchase price was £128. Please reimburse the remaining amount as soon as possible.

Thanks
Agent's Message: Hi there,
I'm truly sorry for the inconvenience you've experienced. It's important to us that this is resolved quickly. Could you please provide your order number? I'll ensure your refund request is processed promptly. Your satisfaction is our priority.
Warm regards,
<PERSON>Miansai Support
Agent's Message: Hi MT
We have received your query. One of our team members will get back to you shortly. We usually respond within <DATE_TIME>.
If your question is in regards to a purchased item, please provide your order number if you have not already done so.
Please visit
<URL>
to view our FAQ.
Thank you!
Miansai Support
Customer's Message: Hi,

I am copying the below so you can see the original message I have sent about this matter. I am not receiving responses from any of your communication channels (live chat, Instagram and email). This is absolutely appalling customer service and I will not hesitate to make a public complaint about the treatment of this issue on social media websites and online. Please get back to me with confirmation on how to get a refund for my fault item asap.

Thanks

Hi maddy

We have received your query. One of our team members will get back to you shortly. We usually respond within <DATE_TIME>.

If your question is in regards to a purchased item, please provide your order number if you have not already done so.

Please visit
<URL>
to view our FAQ.

Thank you!

Miansai Support
Powered by Richpanel
","Hi,

I apologize for the oversight with your refund. I've processed the remaining £30 to be refunded back to your original form of payment. Please allow 3-5 business days for this to reflect in your account.

Thank you for your patience.

Warm regards,
<PERSON>Miansai Support","Hi,
I apologize for the oversight with your refund. I've processed the remaining £30 to be refunded back to your original form of payment. Please allow 3-5 business days for this to reflect in your account.
Thank you for your patience.
Warm regards,
<PERSON>Miansai Support"
52ce7e8f-95e5-4f92-a065-b411ee02863c,"Customer's Message: I need size 44 -   Please send size 44
thanks for checking

- Sandeep
Agent's Message: Hi <PERSON>,
I am writing to inquire about the availability of size options for the Ramraj Premium Wedding Cream Readymade Panchakacham Kurta & Towel Set RP Jari. Unfortunately, the size 42 that was initially ordered is currently out of stock.
Could you please confirm if sizes 40 and 44 are available for this particular item? Your preference regarding the available sizes would be greatly appreciated.
Looking forward to your response.
Warm regards,
Swadesii
","Hi <PERSON>,

Thank you for your prompt response.

Noted! We've updated your order to accommodate the Size 44 as per your request. If you need any further assistance or have additional queries, feel free to reach out to us.

Thank you for choosing our services.

Best regards,
<PERSON>","Hi <PERSON>,
Thank you for your prompt response.
Noted! We've updated your order to accommodate the Size 44 as per your request. If you need any further assistance or have additional queries, feel free to reach out to us.
Thank you for choosing our services.
Best regards,
<PERSON>"
d9de80e5-65c9-4c90-85e8-4a3cad5404c7,"Customer's Message: Hi <PERSON>,

I don’t have another address that it can be shipped too. Other than my work but I’m not there everyday I mostly work from home. Can you refund me?

Thank you,
<PERSON>

****************************************
From:
Miansai Support
Sent:
<DATE_TIME>, <DATE_TIME> 1:34:03 AM
To:
<EMAIL_ADDRESS>
Subject:
Re: order <US_BANK_NUMBER>

Help our team understand how they're doing. Click to give rating
Thanks for reaching out!

I apologize that your order was not delivered and/or stalled in transit. Would you like me to replace your order? If so, for security purposes- kindly provide an alternative and secure shipping address.

If not, I can process a refund at this time. Please let me know so I can get started on this for you.
Agent's Message: Thanks for reaching out!
I apologize that your order was not delivered and/or stalled in transit. Would you like me to replace your order? If so, for security purposes- kindly provide an alternative and secure shipping address.
If not, I can process a refund at this time. Please let me know so I can get started on this for you.
Agent's Message: Hi <PERSON>
We have received your query and understand the urgency.
One of our team members will get back to you shortly.
If your question is in regards to a purchased item, please provide your order number if you have not already done so.
Please visit
<URL>
to view our FAQ.
Thank you!
Miansai Support
Customer's Message: Hello Miansai,

It says my order has been delivered, but I'm wondering if someone probably took it, I asked my apartment complex they're not able to find it. What would be the likelihood of me getting a new order? Thank you for the help.

Thank you,
<PERSON>
","Hello <PERSON>,

I'm sorry to hear about the trouble with your delivery. I've gone ahead and processed a refund for your order. Please allow 3-5 business days for the funds to be credited back to your original form of payment.

Best regards,
<PERSON>","Hello <PERSON>,
I'm sorry to hear about the trouble with your delivery. I've gone ahead and processed a refund for your order. Please allow 3-5 business days for the funds to be credited back to your original form of payment.
Best regards,
<PERSON>"
f873bc69-02ac-4133-8f67-346ddf0aafa7,"Customer's Message: Still waiting for a reply to my last email. We need to return the Atom 2. Looking forward to hearing from someone soon. Thank you!
Customer's Message: We've tried everything and my mom can't get them to work without squealing. I need to return the Atom 2 and get a refund.
","Dear <PERSON>,

I apologize for the inconvenience you're experiencing with the Atom Pro 2. To proceed with your return, I've emailed you a return label to <EMAIL_ADDRESS>. Please print it out, attach it to your package, and drop it off at the nearest USPS office. Your refund will be processed upon receipt of the returned item.

Best regards,
<PERSON>","Dear <PERSON>,
I apologize for the inconvenience you're experiencing with the Atom Pro 2. To proceed with your return, I've emailed you a return label to <EMAIL_ADDRESS>. Please print it out, attach it to your package, and drop it off at the nearest USPS office. Your refund will be processed upon receipt of the returned item.
Best regards,
<PERSON>"
bc0b011d-59d7-4578-8d78-20af211b329d,"Customer's Message: Hi <PERSON>,

When I returned the bracelet I asked that the money be refunded to my credit card and did not choose to receive a gift card. The refund was processed incorrectly and that is not my fault. Please refund the purchase to my credit card as <IN_PAN> requested, this was not my mistake. Can you elevate this to your <IN_PAN> so that this can be resolved?

Thank you for your help,

<PERSON>
Agent's Message: If a refund has been processed as a gift card and the policy states that changes cannot be made once the refund is processed, it means that the decision is final and the funds will be issued in the form of a gift card.
Customer's Message: Hi,

Did you refund my credit card as asked?  I just want to make sure it was processed correctly. I did not ask to receive a gift card when I processed my return.

Thank you,

<PERSON>
Agent's Message: Hi <PERSON>, Thank you for reaching out. I can confirm that your refund has been processed. Once a refund is processed, we're unable to make changes. If you have any more questions, feel free to contact us. Best regards, <PERSON> Message: Hi,

Any update on issuing a refund?
Order <US_BANK_NUMBER>

John
Agent's Message: Hi <PERSON>
We have received your query. One of our team members will get back to you shortly. We usually respond within <DATE_TIME>.
If your question is in regards to a purchased item, please provide your order number if you have not already done so.
Please visit
<URL>
to view our FAQ.
Thank you!
Miansai Support
Customer's Message: Hi,

I would prefer to have this credited back to my credit card. Can you confirm this is in process?

Thank you,

<PERSON>
","Hi <PERSON>,

I apologize for the inconvenience. I understand you requested a refund to your credit card and not a gift card. I will escalate this issue to my supervisor immediately to ensure it is resolved and the refund is processed correctly to your credit card as originally requested.

Thank you for your patience,

<PERSON>","Hi <PERSON>,
I apologize for the inconvenience. I understand you requested a refund to your credit card and not a gift card. I will escalate this issue to my supervisor immediately to ensure it is resolved and the refund is processed correctly to your credit card as originally requested.
Thank you for your patience,
<PERSON>"
6348311b-d31b-43cd-9e4c-85c98fba8c02,"Customer's Message: Hi Izzie

The code I have is below

Thanks <PERSON>
1X8DH62HVWGC
Sent from
Outlook for Android
****************************************
From:
Saltworks
Sent:
<DATE_TIME>
To:
<EMAIL_ADDRESS>
Cc:
<EMAIL_ADDRESS>
Subject:
Re: New customer message on <DATE_TIME> at <DATE_TIME>,

I'm sorry to hear about the trouble with the voucher code. Kindly provide the code so I can check it for you and fix it up asap.

Warm regards,

Izzie Saltworks

Izzie Saltworks from Saltworks
Agent's Message: Good morning <PERSON>,
I'm sorry to hear about the trouble with the voucher code. Kindly provide the code so I can check it for you and fix it up asap.
Warm regards,
Izzie Saltworks
Customer's Message: Hi <PERSON>

Thanks very much for your previous reply.  My daughter is still in hospital but is now able to start sorting through a few things and I brought her samples in to let her pick a favourite.  She loves a lot of them, but would love a bottle of Oud Bazaar.  I tried using the £25 discount code sent but it must be out of date because its not accepting it.
Is there something else I could enter to order a bottle for her?

Thanks in advance for your help 😊
<PERSON> from
Outlook for Android
****************************************
From:
Saltworks
Sent:
<DATE_TIME>
To:
<EMAIL_ADDRESS>
Cc:
<EMAIL_ADDRESS>
Subject:
Re: New customer message on <DATE_TIME> at <DATE_TIME>.

Of course, we can extend it. If you have any problems with this, please let me know.

All the best to your daughter and you.

Kind regards,

<PERSON>

<PERSON> from Saltworks
","Good morning <PERSON>,

Thank you for providing the code. I've updated it for you. Please use this new code instead: XF12RBJPW1FM. It should work without any issues now.

Warm regards,
Izzie Saltworks","Good morning <PERSON>,
Thank you for providing the code. I've updated it for you. Please use this new code instead: XF12RBJPW1FM. It should work without any issues now.
Warm regards,
Izzie Saltworks"
